	geneid	sampleid	prob
11813	DHRS4	TCGA-28-1760	0.7272727272727273
11814	DHRS7	TCGA-28-1750	0.15384615384615385
11815	DHRS7B	TCGA-06-5416	0.7787610619469026
11816	DHRS7B	TCGA-12-0829	0.19047619047619047
11817	DHRS7C	TCGA-06-5416	0.36
11818	DHRS7C	TCGA-14-3476	0.19047619047619047
11819	DHRSX	TCGA-06-1805	0.22784810126582278
11820	DHRSX	TCGA-19-2621	0.10434782608695652
11821	DHTKD1	TCGA-06-1087	0.13186813186813187
11822	DHTKD1	TCGA-12-1089	0.1187800963081862
11823	DHTKD1	TCGA-28-1757	0.09565217391304348
11824	DHX15	TCGA-06-1805	0.18571428571428572
11825	DHX15	TCGA-14-1396	0.8275862068965517
11826	DHX15	TCGA-19-1389	0.22535211267605634
11827	DHX15	TCGA-28-1760	0.5970149253731343
11828	DHX16	TCGA-06-5416	0.3418803418803419
11829	DHX16	TCGA-12-0662	0.5185185185185185
11830	DHX16	TCGA-12-3644	0.22797927461139897
11831	DHX16	TCGA-19-1788	0.13043478260869565
11832	DHX16	TCGA-19-5956	0.19148936170212766
11833	DHX29	TCGA-06-5416	0.9137055837563451
11834	DHX29	TCGA-19-1385	0.10891089108910891
11835	DHX29	TCGA-19-1791	0.21428571428571427
11836	DHX29	TCGA-19-5956	0.3037974683544304
11837	DHX30	TCGA-06-0645	0.711864406779661
11838	DHX30	TCGA-06-5416	0.5285714285714286
11839	DHX30	TCGA-12-0829	0.1188118811881188
11840	DHX30	TCGA-19-0957	0.14432989690721648
11841	DHX30	TCGA-19-5956	0.47619047619047616
11842	DHX30	TCGA-41-4097	0.7272727272727273
11843	DHX30	TCGA-RR-A6KB	0.272108843537415
11844	DHX32	TCGA-06-0877	0.24489795918367346
11845	DHX32	TCGA-06-5416	0.427536231884058
11846	DHX32	TCGA-16-1460	0.0599250936329588
11847	DHX32	TCGA-19-1389	0.3389830508474576
11848	DHX32	TCGA-19-5956	0.65
11849	DHX32	TCGA-27-2521	1.0
11850	DHX32	TCGA-28-1757	0.17094017094017094
11851	DHX32	TCGA-28-1760	0.4444444444444444
11852	DHX32	TCGA-28-2506	0.2912621359223301
11853	DHX33	TCGA-06-1802	0.19574468085106383
11854	DHX33	TCGA-06-5416	0.5301204819277109
11855	DHX33	TCGA-19-0957	0.16296296296296298
11856	DHX33	TCGA-19-1387	0.4675324675324675
11857	DHX34	TCGA-06-1801	0.2882882882882883
11858	DHX34	TCGA-06-1802	1.0
11859	DHX34	TCGA-19-1385	0.5862068965517241
11860	DHX34	TCGA-19-5956	0.12280701754385964
11861	DHX34	TCGA-28-1757	0.4
11862	DHX34	TCGA-28-2506	0.16216216216216217
11863	DHX34	TCGA-41-6646	0.8571428571428571
11864	DHX35	TCGA-06-5416	0.9191176470588235
11865	DHX35	TCGA-12-0778	0.28776978417266186
11866	DHX35	TCGA-16-0848	0.7049180327868853
11867	DHX35	TCGA-28-1760	0.336
11868	DHX36	TCGA-06-5416	0.38738738738738737
11869	DHX36	TCGA-19-5956	0.9066666666666666
11870	DHX37	TCGA-02-2466	0.933852140077821
11871	DHX37	TCGA-06-1805	0.8933333333333333
11872	DHX37	TCGA-06-2566	0.8421052631578947
11873	DHX37	TCGA-12-0829	0.07662835249042145
11874	DHX37	TCGA-19-5956	0.3548387096774194
11875	DHX37	TCGA-32-2616	0.6187845303867403
11876	DHX38	TCGA-06-1802	0.15625
11877	DHX38	TCGA-06-2566	0.17543859649122806
11878	DHX38	TCGA-06-5416	0.5748031496062992
11879	DHX38	TCGA-12-0778	0.0893854748603352
11880	DHX38	TCGA-12-0829	0.4148936170212766
11881	DHX38	TCGA-14-0866	0.43529411764705883
11882	DHX38	TCGA-16-1460	0.20224719101123595
11883	DHX38	TCGA-19-1385	0.125
11884	DHX38	TCGA-19-5956	0.8918918918918919
11885	DHX38	TCGA-32-2616	0.8571428571428571
11886	DHX40	TCGA-06-5416	0.9324324324324325
11887	DHX40	TCGA-12-0775	0.10638297872340426
11888	DHX40	TCGA-19-5956	0.6
11889	DHX40	TCGA-28-2506	0.8415300546448088
11890	DHX40	TCGA-32-4719	0.22764227642276422
11891	DHX57	TCGA-06-1802	0.325
11892	DHX57	TCGA-06-5416	0.08996539792387544
11893	DHX57	TCGA-14-1458	0.37037037037037035
11894	DHX57	TCGA-19-5956	0.5396825396825397
11895	DHX57	TCGA-28-6450	0.6785714285714286
11896	DHX58	TCGA-12-0775	0.35294117647058826
11897	DHX58	TCGA-12-0778	0.5098039215686274
11898	DHX58	TCGA-12-1093	0.17959183673469387
11899	DHX58	TCGA-14-0812	0.13333333333333333
11900	DHX58	TCGA-27-1838	0.8627450980392157
11901	DHX8	TCGA-06-1087	0.23809523809523808
11902	DHX8	TCGA-06-1802	0.4691358024691358
11903	DHX8	TCGA-06-1805	0.25
11904	DHX8	TCGA-06-5416	0.7384615384615385
11905	DHX8	TCGA-15-1446	0.07253886010362694
11906	DHX8	TCGA-19-1386	0.19607843137254902
11907	DHX8	TCGA-28-1757	0.11940298507462686
11908	DHX8	TCGA-28-2506	0.23448275862068965
11909	DHX9	TCGA-06-5416	0.430939226519337
11910	DIABLO	TCGA-06-5416	0.88
11911	DIABLO	TCGA-12-0662	0.6222222222222222
11912	DIABLO	TCGA-19-5956	0.8314606741573034
11913	DIABLO	TCGA-32-2616	0.45614035087719296
11914	DIAPH1	TCGA-06-5416	0.8705234159779615
11915	DIAPH1	TCGA-12-0775	0.07494145199063232
11916	DIAPH1	TCGA-12-0778	0.0744336569579288
11917	DIAPH1	TCGA-28-2506	0.14814814814814814
11918	DIAPH2	TCGA-12-0778	0.14285714285714285
11919	DIAPH2	TCGA-19-5956	0.2535211267605634
11920	DIAPH2	TCGA-26-1799	0.21739130434782608
11921	DIAPH3	TCGA-06-5412	0.30434782608695654
11922	DIAPH3	TCGA-14-1827	0.4117647058823529
11923	DIAPH3	TCGA-28-1751	0.17777777777777778
11924	DICER1	TCGA-06-2557	0.5294117647058824
11925	DICER1	TCGA-06-2569	0.9846153846153847
11926	DICER1	TCGA-12-0829	0.18823529411764706
11927	DICER1	TCGA-14-0866	0.17891373801916932
11928	DICER1	TCGA-14-1794	0.5070422535211268
11929	DICER1	TCGA-19-5956	0.9696969696969697
11930	DIDO1	TCGA-06-0877	0.4819277108433735
11931	DIDO1	TCGA-06-1802	0.8333333333333334
11932	DIDO1	TCGA-06-5416	0.48109965635738833
11933	DIDO1	TCGA-12-0829	0.7450980392156863
11934	DIDO1	TCGA-14-1795	0.5555555555555556
11935	DIDO1	TCGA-15-1446	0.3333333333333333
11936	DIDO1	TCGA-16-1460	0.8301886792452831
11937	DIDO1	TCGA-19-1388	0.11594202898550725
11938	DIDO1	TCGA-19-2621	0.1839080459770115
11939	DIDO1	TCGA-27-1836	0.6111111111111112
11940	DIDO1	TCGA-28-2506	0.5504587155963303
11941	DIDO1	TCGA-41-3393	0.4444444444444444
11942	DIEXF	TCGA-06-5416	0.8541666666666666
11943	DIEXF	TCGA-28-2506	0.2459016393442623
11944	DIMT1	TCGA-06-0152	0.7863247863247863
11945	DIMT1	TCGA-14-0812	0.6470588235294118
11946	DIO3	TCGA-06-0124	0.6037735849056604
11947	DIO3	TCGA-06-5416	0.62
11948	DIP2A	TCGA-32-1979	0.4878048780487805
11949	DIP2A	TCGA-32-2616	0.29411764705882354
11950	DIP2B	TCGA-06-0214	0.6915887850467289
11951	DIP2B	TCGA-06-5416	0.4
11952	DIP2B	TCGA-12-1089	0.12173913043478261
11953	DIP2B	TCGA-14-1795	0.45
11954	DIP2B	TCGA-16-1460	0.10218978102189781
11955	DIP2B	TCGA-19-1791	0.14035087719298245
11956	DIP2B	TCGA-19-5956	0.291970802919708
11957	DIP2B	TCGA-28-1760	0.4888888888888889
11958	DIP2C	TCGA-06-2566	0.8125
11959	DIP2C	TCGA-12-0778	0.9166666666666666
11960	DIP2C	TCGA-14-3477	0.2702702702702703
11961	DIP2C	TCGA-19-1388	0.6086956521739131
11962	DIP2C	TCGA-19-1389	0.9019607843137255
11963	DIP2C	TCGA-19-5956	0.4507042253521127
11964	DIP2C	TCGA-28-1760	0.5964912280701754
11965	DIP2C	TCGA-32-2616	0.7692307692307693
11966	DIRAS1	TCGA-12-0829	0.35555555555555557
11967	DIRAS2	TCGA-12-0775	0.14634146341463414
11968	DIRAS2	TCGA-19-5956	0.7380952380952381
11969	DIRAS3	TCGA-06-5416	0.25820568927789933
11970	DIRAS3	TCGA-14-0866	0.16184971098265896
11971	DIS3	TCGA-02-0047	0.8311688311688312
11972	DIS3	TCGA-12-3648	0.8846153846153846
11973	DIS3L	TCGA-06-5416	0.35294117647058826
11974	DIS3L	TCGA-12-1093	0.39669421487603307
11975	DIS3L	TCGA-14-1458	0.136986301369863
11976	DIS3L	TCGA-16-0848	0.8
11977	DIS3L	TCGA-32-2616	0.12121212121212122
11978	DIS3L2	TCGA-06-0195	0.8615384615384616
11979	DIS3L2	TCGA-06-1805	0.25
11980	DIS3L2	TCGA-06-A6S0	0.5555555555555556
11981	DIS3L2	TCGA-19-5956	0.85
11982	DISC1	TCGA-06-5416	0.9245283018867925
11983	DISC1	TCGA-12-0778	0.7636363636363637
11984	DISC1	TCGA-12-0829	0.3235294117647059
11985	DISC1	TCGA-76-4927	0.47368421052631576
11986	DISP1	TCGA-06-0145	0.896551724137931
11987	DISP1	TCGA-06-1800	0.17647058823529413
11988	DISP1	TCGA-06-5416	0.8878504672897196
11989	DISP1	TCGA-12-0819	0.1875
11990	DISP1	TCGA-12-0826	0.2708333333333333
11991	DISP1	TCGA-19-1388	0.06779661016949153
11992	DISP1	TCGA-19-1389	0.36363636363636365
11993	DISP1	TCGA-19-1788	0.1978021978021978
11994	DISP1	TCGA-19-5956	0.1728395061728395
11995	DISP2	TCGA-06-5416	0.7050359712230215
11996	DISP2	TCGA-19-5956	0.30303030303030304
11997	DIXDC1	TCGA-19-5956	0.1951219512195122
11998	DKC1	TCGA-06-1087	0.11382113821138211
11999	DKC1	TCGA-12-0778	0.125
12000	DKC1	TCGA-12-0819	0.8888888888888888
12001	DKC1	TCGA-19-1385	0.7142857142857143
12002	DKC1	TCGA-19-1789	0.7520891364902507
12003	DKC1	TCGA-26-6174	0.3902439024390244
12004	DKC1	TCGA-32-1982	0.75
12005	DKFZp434P228	TCGA-76-6192	0.2727272727272727
12006	DKK1	TCGA-06-5416	0.3854166666666667
12007	DKK2	TCGA-06-0169	0.5411764705882353
12008	DKK2	TCGA-12-0618	0.9215686274509803
12009	DKK2	TCGA-12-0818	0.23076923076923078
12010	DKK2	TCGA-28-2506	0.17391304347826086
12011	DKK4	TCGA-06-1802	0.14095238095238094
12012	DKKL1	TCGA-14-1795	0.23469387755102042
12013	DKKL1	TCGA-16-0848	0.19753086419753085
12014	DKKL1	TCGA-41-3393	0.3741935483870968
12015	DLAT	TCGA-06-5416	0.9620253164556962
12016	DLAT	TCGA-19-5956	0.9111111111111111
12017	DLAT	TCGA-28-1752	0.2777777777777778
12018	DLC1	TCGA-06-1801	0.3516483516483517
12019	DLC1	TCGA-06-1802	0.25
12020	DLC1	TCGA-06-5416	0.48
12021	DLC1	TCGA-12-0775	0.38596491228070173
12022	DLC1	TCGA-12-0828	0.11405295315682282
12023	DLC1	TCGA-12-0829	0.9841269841269841
12024	DLC1	TCGA-12-1597	0.7224669603524229
12025	DLC1	TCGA-12-5295	0.7655502392344498
12026	DLC1	TCGA-14-1458	0.07177033492822966
12027	DLC1	TCGA-19-1791	1.0
12028	DLC1	TCGA-19-2621	0.5
12029	DLC1	TCGA-19-5956	0.8
12030	DLC1	TCGA-32-2616	0.8936170212765957
12031	DLD	TCGA-06-0745	0.3950617283950617
12032	DLEC1	TCGA-06-5416	0.4943820224719101
12033	DLEC1	TCGA-12-0775	0.7924528301886793
12034	DLEC1	TCGA-12-0778	0.17346938775510204
12035	DLEC1	TCGA-12-0829	0.603448275862069
12036	DLEC1	TCGA-15-1446	0.16748768472906403
12037	DLEC1	TCGA-19-5956	0.5161290322580645
12038	DLEC1	TCGA-28-2506	0.6875
12039	DLG1	TCGA-06-5416	0.8703703703703703
12040	DLG1	TCGA-19-5956	0.7692307692307693
12041	DLG2	TCGA-06-5416	0.958904109589041
12042	DLG2	TCGA-14-3476	0.6888888888888889
12043	DLG2	TCGA-19-5956	0.8473520249221184
12044	DLG3	TCGA-06-1802	0.23232323232323232
12045	DLG3	TCGA-19-1385	0.9508196721311475
12046	DLG3	TCGA-28-1752	0.08076009501187649
12047	DLG3	TCGA-28-1757	0.25
12048	DLG4	TCGA-02-2470	0.75
12049	DLG4	TCGA-06-5858	0.25
12050	DLG5	TCGA-06-1087	0.3055555555555556
12051	DLG5	TCGA-06-5416	0.9103448275862069
12052	DLG5	TCGA-12-1088	0.3893805309734513
12053	DLG5	TCGA-14-0866	0.5333333333333333
12054	DLG5	TCGA-14-1396	0.6363636363636364
12055	DLG5	TCGA-14-1794	0.3087248322147651
12056	DLG5	TCGA-19-5956	0.38961038961038963
12057	DLG5	TCGA-26-1442	0.5064935064935064
12058	DLGAP1	TCGA-06-0214	0.13333333333333333
12059	DLGAP1	TCGA-06-5416	0.576271186440678
12060	DLGAP1	TCGA-19-1791	0.9078947368421053
12061	DLGAP1	TCGA-32-2616	0.5454545454545454
12062	DLGAP2	TCGA-06-2566	0.3269230769230769
12063	DLGAP2	TCGA-16-1048	0.4
12064	DLGAP2	TCGA-32-2616	0.9523809523809523
12065	DLGAP2	TCGA-41-6646	0.5428571428571428
12066	DLGAP2	TCGA-76-6193	0.3157894736842105
12067	DLGAP2	TCGA-76-6283	0.8181818181818182
12068	DLGAP3	TCGA-19-5956	0.2773722627737226
12069	DLGAP4	TCGA-02-0055	0.6666666666666666
12070	DLGAP4	TCGA-06-0747	0.7142857142857143
12071	DLGAP4	TCGA-06-1802	0.21333333333333335
12072	DLGAP4	TCGA-06-5416	0.875
12073	DLGAP4	TCGA-19-5956	0.32941176470588235
12074	DLGAP4	TCGA-28-1760	0.3018867924528302
12075	DLGAP5	TCGA-06-1802	0.36363636363636365
12076	DLK1	TCGA-32-2616	0.15
12077	DLK2	TCGA-06-1802	0.16398243045387995
12078	DLK2	TCGA-06-5416	0.6753246753246753
12079	DLK2	TCGA-19-5956	0.5581395348837209
12080	DLL1	TCGA-19-5956	0.7551020408163265
12081	DLL1	TCGA-28-1760	1.0
12082	DLL1	TCGA-76-4928	0.21232876712328766
12083	DLL3	TCGA-06-0169	0.6153846153846154
12084	DLL3	TCGA-06-2566	0.2857142857142857
12085	DLL4	TCGA-19-5956	1.0
12086	DLST	TCGA-06-5416	0.9629629629629629
12087	DLST	TCGA-14-1794	0.11678832116788321
12088	DLX1	TCGA-06-5416	0.60431654676259
12089	DLX1	TCGA-19-1388	0.20689655172413793
12090	DLX3	TCGA-06-5416	0.35294117647058826
12091	DLX4	TCGA-06-2566	0.6774193548387096
12092	DLX4	TCGA-06-5416	0.4188679245283019
12093	DLX4	TCGA-19-1387	0.4444444444444444
12094	DLX5	TCGA-06-5416	0.7207207207207207
12095	DMAP1	TCGA-06-0195	0.7891891891891892
12096	DMBT1	TCGA-19-1790	0.6363636363636364
12097	DMBT1	TCGA-26-6173	0.4261168384879725
12098	DMBX1	TCGA-06-5416	0.3472222222222222
12099	DMBX1	TCGA-06-5418	0.8076923076923077
12100	DMBX1	TCGA-14-0812	0.5
12101	DMBX1	TCGA-19-5956	0.7142857142857143
12102	DMD	TCGA-06-0145	0.9659863945578231
12103	DMD	TCGA-06-0187	0.5137614678899083
12104	DMD	TCGA-06-0750	0.225
12105	DMD	TCGA-06-1802	0.2545454545454545
12106	DMD	TCGA-06-5416	0.5795454545454546
12107	DMD	TCGA-12-0778	0.15555555555555556
12108	DMD	TCGA-12-0829	0.2545454545454545
12109	DMD	TCGA-14-1827	0.14583333333333334
12110	DMD	TCGA-19-1786	0.26865671641791045
12111	DMD	TCGA-19-2631	0.6299212598425197
12112	DMD	TCGA-19-5950	0.8571428571428571
12113	DMD	TCGA-19-5956	0.45454545454545453
12114	DMD	TCGA-28-2513	0.1867704280155642
12115	DMGDH	TCGA-06-5416	0.8253012048192772
12116	DMGDH	TCGA-12-0778	0.09481481481481481
12117	DMGDH	TCGA-14-0781	0.2962962962962963
12118	DMGDH	TCGA-14-1795	0.15384615384615385
12119	DMGDH	TCGA-19-5956	0.8588957055214724
12120	DMGDH	TCGA-28-1751	0.09696969696969697
12121	DMGDH	TCGA-32-2616	0.08133971291866028
12122	DMKN	TCGA-06-5416	0.47619047619047616
12123	DMKN	TCGA-12-3648	0.5970149253731343
12124	DMKN	TCGA-12-3651	0.3973509933774834
12125	DMKN	TCGA-19-5956	0.15267175572519084
12126	DMP1	TCGA-06-5416	0.4786885245901639
12127	DMP1	TCGA-14-1795	0.36
12128	DMP1	TCGA-19-5956	0.55
12129	DMPK	TCGA-06-5416	0.6238532110091743
12130	DMRT1	TCGA-12-1092	0.12121212121212122
12131	DMRT2	TCGA-12-1089	0.64
12132	DMRT2	TCGA-14-1794	0.14937759336099585
12133	DMRT2	TCGA-19-5956	0.40384615384615385
12134	DMRT2	TCGA-28-1760	0.128
12135	DMRT3	TCGA-06-5416	0.5897435897435898
12136	DMRT3	TCGA-19-1390	0.7741935483870968
12137	DMRT3	TCGA-26-1439	0.6451612903225806
12138	DMRTA1	TCGA-06-5416	0.20606060606060606
12139	DMRTB1	TCGA-06-5416	0.7586206896551724
12140	DMRTB1	TCGA-12-0616	0.5734265734265734
12141	DMRTB1	TCGA-14-0867	0.08695652173913043
12142	DMRTB1	TCGA-14-1037	1.0
12143	DMRTB1	TCGA-32-2494	0.6666666666666666
12144	DMRTB1	TCGA-76-6661	0.4745762711864407
12145	DMRTC2	TCGA-06-5416	0.8214285714285714
12146	DMRTC2	TCGA-26-5133	0.09944751381215469
12147	DMTF1	TCGA-06-5416	0.8934426229508197
12148	DMTF1	TCGA-14-0740	0.2696629213483146
12149	DMTF1	TCGA-19-5956	0.8888888888888888
12150	DMTN	TCGA-12-0775	0.15384615384615385
12151	DMTN	TCGA-14-0866	0.17777777777777778
12152	DMXL1	TCGA-06-0648	0.19298245614035087
12153	DMXL1	TCGA-06-1802	0.23529411764705882
12154	DMXL1	TCGA-06-5416	0.685370741482966
12155	DMXL1	TCGA-12-0778	0.14705882352941177
12156	DMXL1	TCGA-19-1385	0.375
12157	DMXL1	TCGA-19-5956	0.22857142857142856
12158	DMXL2	TCGA-06-1802	0.556390977443609
12159	DMXL2	TCGA-06-5416	0.8727272727272727
12160	DMXL2	TCGA-12-0775	0.1342281879194631
12161	DMXL2	TCGA-14-0866	0.32558139534883723
12162	DMXL2	TCGA-19-5956	0.2818181818181818
12163	DMXL2	TCGA-28-1760	0.2822384428223844
12164	DMXL2	TCGA-32-2616	0.2608695652173913
12165	DNA2	TCGA-06-5416	0.3412322274881517
12166	DNA2	TCGA-19-5956	0.1935483870967742
12167	DNAAF1	TCGA-06-0190	0.5660377358490566
12168	DNAAF1	TCGA-06-0646	0.8037383177570093
12169	DNAAF1	TCGA-12-0778	0.2028985507246377
12170	DNAAF1	TCGA-19-1390	0.4175824175824176
12171	DNAAF1	TCGA-19-1788	0.18181818181818182
12172	DNAAF1	TCGA-19-2623	0.3655913978494624
12173	DNAAF3	TCGA-06-5416	0.8888888888888888
12174	DNAAF5	TCGA-06-0744	0.9285714285714286
12175	DNAAF5	TCGA-06-5416	0.9454545454545454
12176	DNAAF5	TCGA-12-1089	0.45794392523364486
12177	DNAAF5	TCGA-16-0848	0.2857142857142857
12178	DNAAF5	TCGA-32-2616	0.38509316770186336
12179	DNAH1	TCGA-02-2466	0.5263157894736842
12180	DNAH1	TCGA-06-0154	0.45454545454545453
12181	DNAH1	TCGA-06-2570	0.24489795918367346
12182	DNAH1	TCGA-06-5416	0.72
12183	DNAH1	TCGA-12-0616	0.7684210526315789
12184	DNAH1	TCGA-19-5959	0.1048951048951049
12185	DNAH10	TCGA-06-5416	0.8235294117647058
12186	DNAH10	TCGA-12-1089	0.3076923076923077
12187	DNAH10	TCGA-16-1045	0.3673469387755102
12188	DNAH10	TCGA-19-1386	0.08112874779541446
12189	DNAH10	TCGA-19-1787	0.9259259259259259
12190	DNAH10	TCGA-19-2620	0.8461538461538461
12191	DNAH10	TCGA-19-5956	0.38095238095238093
12192	DNAH10	TCGA-32-1976	0.5185185185185185
12193	DNAH10	TCGA-32-2616	0.8333333333333334
12194	DNAH10	TCGA-76-6663	0.20833333333333334
12195	DNAH11	TCGA-06-0169	0.49122807017543857
12196	DNAH11	TCGA-06-0237	0.6567164179104478
12197	DNAH11	TCGA-06-5416	0.9259259259259259
12198	DNAH11	TCGA-06-A5U0	0.7090909090909091
12199	DNAH11	TCGA-12-0826	0.3914209115281501
12200	DNAH11	TCGA-12-0829	0.3437892095357591
12201	DNAH11	TCGA-12-1088	0.24074074074074073
12202	DNAH11	TCGA-12-3651	0.44148936170212766
12203	DNAH11	TCGA-14-0865	0.7782312925170068
12204	DNAH11	TCGA-14-1451	0.10319410319410319
12205	DNAH11	TCGA-14-3476	0.3188405797101449
12206	DNAH11	TCGA-19-1787	0.8636363636363636
12207	DNAH11	TCGA-19-5950	0.36363636363636365
12208	DNAH11	TCGA-19-5956	0.7272727272727273
12209	DNAH11	TCGA-26-5139	0.5360824742268041
12210	DNAH11	TCGA-27-2528	0.52
12211	DNAH11	TCGA-28-1749	0.48911222780569513
12212	DNAH11	TCGA-28-2506	0.1282051282051282
12213	DNAH11	TCGA-32-2616	0.46808510638297873
12214	DNAH11	TCGA-74-6575	0.3448275862068966
12215	DNAH11	TCGA-76-4925	0.5528455284552846
12216	DNAH12	TCGA-19-5956	0.3391812865497076
12217	DNAH12	TCGA-41-3393	0.3104693140794224
12218	DNAH14	TCGA-02-0033	0.35071090047393366
12219	DNAH17	TCGA-02-2470	0.8076923076923077
12220	DNAH17	TCGA-06-0130	0.47619047619047616
12221	DNAH17	TCGA-06-0184	0.7311827956989247
12222	DNAH17	TCGA-06-2558	0.9211356466876972
12223	DNAH17	TCGA-06-2566	0.3708609271523179
12224	DNAH17	TCGA-06-5416	0.9425287356321839
12225	DNAH17	TCGA-12-3644	0.1981981981981982
12226	DNAH17	TCGA-16-0848	0.24390243902439024
12227	DNAH17	TCGA-16-1045	0.8470588235294118
12228	DNAH17	TCGA-19-1787	0.16666666666666666
12229	DNAH17	TCGA-19-5956	0.12280701754385964
12230	DNAH17	TCGA-27-1834	0.56
12231	DNAH17	TCGA-28-1753	0.5190839694656488
12232	DNAH17	TCGA-32-2615	0.7857142857142857
12233	DNAH2	TCGA-06-0173	0.10476190476190476
12234	DNAH2	TCGA-06-0648	0.22988505747126436
12235	DNAH2	TCGA-06-1805	0.1981981981981982
12236	DNAH2	TCGA-06-2566	0.24705882352941178
12237	DNAH2	TCGA-06-5415	0.7928571428571428
12238	DNAH2	TCGA-06-5416	1.0
12239	DNAH2	TCGA-06-5418	0.6904761904761905
12240	DNAH2	TCGA-06-6390	0.711864406779661
12241	DNAH2	TCGA-06-6693	0.8571428571428571
12242	DNAH2	TCGA-12-0818	0.0947867298578199
12243	DNAH2	TCGA-12-0829	0.8070175438596491
12244	DNAH2	TCGA-12-1599	0.7272727272727273
12245	DNAH2	TCGA-12-5301	1.0
12246	DNAH2	TCGA-14-0866	0.08813559322033898
12247	DNAH2	TCGA-16-0848	0.1891891891891892
12248	DNAH2	TCGA-19-1385	0.425
12249	DNAH2	TCGA-19-5956	0.584070796460177
12250	DNAH2	TCGA-27-2528	0.55
12251	DNAH2	TCGA-28-1750	0.1264559068219634
12252	DNAH2	TCGA-28-2501	0.43137254901960786
12253	DNAH2	TCGA-32-1982	0.6091644204851752
12254	DNAH2	TCGA-32-2616	0.18018018018018017
12255	DNAH2	TCGA-32-4210	0.8155339805825242
12256	DNAH2	TCGA-32-4211	0.3023255813953488
12257	DNAH2	TCGA-76-4931	0.8666666666666667
12258	DNAH3	TCGA-06-2561	0.4930232558139535
12259	DNAH3	TCGA-06-2562	0.6775244299674267
12260	DNAH3	TCGA-06-2563	0.9846153846153847
12261	DNAH3	TCGA-06-2566	0.17796610169491525
12262	DNAH3	TCGA-06-5416	0.8629032258064516
12263	DNAH3	TCGA-12-0692	0.31666666666666665
12264	DNAH3	TCGA-12-0829	0.48
12265	DNAH3	TCGA-12-1089	0.08163265306122448
12266	DNAH3	TCGA-12-3651	0.22702702702702704
12267	DNAH3	TCGA-14-0866	0.6757990867579908
12268	DNAH3	TCGA-14-1396	0.079002079002079
12269	DNAH3	TCGA-14-1795	0.27722772277227725
12270	DNAH3	TCGA-19-1385	0.25
12271	DNAH3	TCGA-19-1387	0.1791044776119403
12272	DNAH3	TCGA-19-1389	0.4918032786885246
12273	DNAH3	TCGA-19-1788	0.11538461538461539
12274	DNAH3	TCGA-19-2623	0.6618705035971223
12275	DNAH3	TCGA-19-4065	0.46296296296296297
12276	DNAH3	TCGA-19-5956	0.9808917197452229
12277	DNAH3	TCGA-26-1799	0.8115942028985508
12278	DNAH3	TCGA-28-1757	0.33222591362126247
12279	DNAH3	TCGA-28-2506	0.1328125
12280	DNAH3	TCGA-28-5209	0.11267605633802817
12281	DNAH3	TCGA-74-6578	0.5
12282	DNAH5	TCGA-06-0126	0.7628865979381443
12283	DNAH5	TCGA-06-0171	0.18732782369146006
12284	DNAH5	TCGA-06-0187	0.8181818181818182
12285	DNAH5	TCGA-06-0190	0.1116751269035533
12286	DNAH5	TCGA-06-1801	0.7407407407407407
12287	DNAH5	TCGA-06-1802	1.0
12288	DNAH5	TCGA-06-1805	0.32432432432432434
12289	DNAH5	TCGA-06-2566	0.2222222222222222
12290	DNAH5	TCGA-06-5416	0.9090909090909091
12291	DNAH5	TCGA-06-6391	0.24427480916030533
12292	DNAH5	TCGA-06-6697	0.42857142857142855
12293	DNAH5	TCGA-06-A6S0	1.0
12294	DNAH5	TCGA-12-0619	0.676056338028169
12295	DNAH5	TCGA-12-0829	0.53125
12296	DNAH5	TCGA-12-1092	0.4307692307692308
12297	DNAH5	TCGA-15-1446	0.18181818181818182
12298	DNAH5	TCGA-16-0861	0.782608695652174
12299	DNAH5	TCGA-19-1791	0.10576923076923077
12300	DNAH5	TCGA-19-5951	0.891566265060241
12301	DNAH5	TCGA-19-5956	0.9885057471264368
12302	DNAH5	TCGA-27-1830	0.7116564417177914
12303	DNAH5	TCGA-27-2526	0.717948717948718
12304	DNAH5	TCGA-28-2506	0.2926829268292683
12305	DNAH5	TCGA-32-2616	0.35944700460829493
12306	DNAH5	TCGA-32-2634	0.9385474860335196
12307	DNAH5	TCGA-32-4211	0.09824561403508772
12308	DNAH5	TCGA-32-4213	0.8300395256916996
12309	DNAH5	TCGA-41-3392	0.464
12310	DNAH6	TCGA-19-5956	0.6461538461538462
12311	DNAH6	TCGA-19-5958	0.9473684210526315
12312	DNAH6	TCGA-28-1760	0.35555555555555557
12313	DNAH7	TCGA-06-1805	0.24390243902439024
12314	DNAH7	TCGA-06-5411	0.2222222222222222
12315	DNAH7	TCGA-06-5416	0.5361702127659574
12316	DNAH7	TCGA-12-0615	0.7244094488188977
12317	DNAH7	TCGA-12-0775	0.10687022900763359
12318	DNAH7	TCGA-14-0866	0.13636363636363635
12319	DNAH7	TCGA-15-1446	0.10227272727272728
12320	DNAH7	TCGA-19-1788	0.14492753623188406
12321	DNAH7	TCGA-19-2620	0.40298507462686567
12322	DNAH7	TCGA-19-5956	0.6571428571428571
12323	DNAH7	TCGA-28-5219	0.6637931034482759
12324	DNAH8	TCGA-06-0173	0.8125
12325	DNAH8	TCGA-06-0195	0.3076923076923077
12326	DNAH8	TCGA-06-1801	0.9444444444444444
12327	DNAH8	TCGA-06-1802	0.5970149253731343
